SOORTNR,FLORON,WETENSCHAP,NEDERLANDS,zeldzaamheidsklasse,trendklasse,RL2000,RL2000kort
4653,,"Verrucaria striatula",,,,,
4654,,"Verrucaria maculiformis",,,,,
4655,,"Verrucaria macrostoma",,,,,
4656,,"Xanthoria","Dooiermos (G)",,,,
4657,,"Xanthoria calcicola","Oranje dooiermos",,,,
4658,,"Xanthoria candelaria","Kroezig dooiermos",,,,
4659,,"Xanthoria elegans",,,,,
4660,,"Xanthoria parietina","Groot dooiermos",,,,
4661,,"Xanthoria polycarpa","Klein dooiermos",,,,
4662,,"Cladonia cariosa",,,,,
4663,,"Cladonia merochlorophaea var. merochlorophaea",,,,,
4664,,"Cladonia merochlorophaea var. novochlorophaea",,,,,
4665,,"Coelocaulon muricatum",,,,,
4666,,"Parmelia pastillifera",,,,,
4667,,"Parmelia reticulata",,,,,
4668,,"Abrothallus",,,,,
4669,,"Abrothallus parmeliarum",,,,,
4670,,"Abrothallus suecicus",,,,,
4671,,"Acarospora heppii",,,,,
4672,,"Acrocordia cavata",,,,,
4673,,"Agonimia",,,,,
4674,,"Agonimia tristicula",,,,,
4676,,"Skytella muelleri",,,,,
4677,,"Anisomeridium nyssaegenum",,,,,
4678,,"Anisomeridium macrocarpum",,,,,
4679,,"Arthonia fuscopurpurea",,,,,
4680,,"Arthonia intexta",,,,,
4682,,"Arthonia vinosa",,,,,
4683,,"Arthopyrenia antecellans",,,,,
4684,,"Arthopyrenia grisea",,,,,
4685,,"Arthopyrenia inconspicua",,,,,
4686,,"Arthopyrenia lubecensis",,,,,
4687,,"Arthopyrenia kelpii",,,,,
4688,,"Stigmidium marinum",,,,,
4689,,"Arthopyrenia salicis",,,,,
4690,,"Arthroraphis grisea",,,,,
4691,,"Athelia",,,,,
4692,,"Athelia arachnoidea",,,,,
4693,,"Bacidia acclinis",,,,,
4694,,"Bacidia chloroticula",,,,,
4695,,"Bacidia circumspecta",,,,,
4697,,"Bacidia scopulicola",,,,,
4698,,"Bagliettoa",,,,,
4699,,"Bagliettoa baldensis",,,,,
4700,,"Bagliettoa steineri",,,,,
4701,,"Bryophagus",,,,,
4702,,"Bryophagus gloeocapsa",,,,,
4703,,"Bryoria osteola",,,,,
4704,,"Bryoria subcana",,,,,
4706,,"Caloplaca coronata",,,,,
4707,,"Caloplaca crenularia",,,,,
4708,,"Caloplaca flavorubescens",,,,,
4709,,"Caloplaca lithophila",,,,,
4710,,"Caloplaca microthallina",,,,,
4711,,"Caloplaca ulcerosa",,,,,
4712,,"Caloplaca velana",,,,,
4713,,"Caloplaca vitellinula",,,,,
4714,,"Candelariella coralliza",,,,,
4715,,"Catapyrenium michelii",,,,,
4716,,"Chaenotheca brunneola",,,,,
4717,,"Chaenotheca hispidula",,,,,
4718,,"Cladina","Rendiermos (G)",,,,
4719,,"Cladonia berghsonii",,,,,
4720,,"Cladonia cervicornis subsp. cervicornis",,,,,
4722,,"Cladonia conista",,,,,
4723,,"Cladonia fragilissima",,,,,
4724,,"Cladonia ochrochlora","Bleek bekermos",,,,
4725,,"Clauzadea",,,,,
4726,,"Clypeococcum",,,,,
4727,,"Clypeococcum hypocenomyces",,,,,
4728,,"Collema fragrans",,,,,
4729,,"Dactylospora",,,,,
4730,,"Dactylospora parasitica",,,,,
4731,,"Didymella",,,,,
4732,,"Didymella sphinctrinoides",,,,,
4733,,"Diploschistes actinostomus",,,,,
4734,,"Diplotomma epipolium",,,,,
4735,,"Diplotomma ambiguum",,,,,
4737,,"Endococcus",,,,,
4738,,"Endococcus rugulosus",,,,,
4739,,"Fellhanera",,,,,
4740,,"Haematomma elatinum",,,,,
4741,,"Hymenelia ceracea",,,,,
4742,,"Illosporium",,,,,
4743,,"Illosporium carneum",,,,,
4744,,"Illosporium corallinum",,,,,
4745,,"Laeviomyces",,,,,
4746,,"Laeviomyces opegraphae",,,,,
4747,,"Lecanora hageni (of hagenii ??)","Kleine schotelkorst",,,,
4748,,"Lecanora hybocarpa",,,,,
4749,,"Lecanora intricata",,,,,
4750,,"Lecidea auriculata",,,,,
4751,,"Phaeopyxis punctum",,,,,
4752,,"Lecidella viridans",,,,,
4753,,"Lichenoconium",,,,,
4754,,"Lichenoconium erodens",,,,,
4755,,"Lichenoconium lecanorae",,,,,
4756,,"Lichenodiplis",,,,,
4757,,"Lichenodiplis lecanorae",,,,,
4758,,"Lichenomyces",,,,,
4759,,"Lichenomyces lichenum",,,,,
4760,,"Lichenosticta",,,,,
4761,,"Lichenosticta alcicorniaria",,,,,
4762,,"Micarea bauschiana",,,,,
4763,,"Micarea botryoides",,,,,
4764,,"Micarea lignaria var. endoleuca",,,,,
4765,,"Muellerella",,,,,
4766,,"Muellerella lichenicola",,,,,
4767,,"Muellerella pygmaea",,,,,
4768,,"Mycobilimbia",,,,,
4769,,"Mycoporum hippocastani",,,,,
4770,,"Thelenella",,,,,
4771,,"Omphalina ericetorum",,,,,
4772,,"Omphalina velutina",,,,,
4773,,"Opegrapha confluens",,,,,
4774,,"Opegrapha devulgata",,,,,
4775,,"Opegrapha mougeotii",,,,,
4776,,"Opegrapha rupestris",,,,,
4777,,"Opegrapha zonata",,,,,
4778,,"Parmelia glabratula subsp. glabratula",,,,,
4779,,"Parmelia pulla",,,,,
4780,,"Peltigera lactucifolia",,,,,
4781,,"Peltigera membranacea",,,,,
4782,,"Pertusaria dealbescens",,,,,
4783,,"Pertusaria hemisphaerica",,,,,
4784,,"Pertusaria pustulata",,,,,
4785,,"Phaeospora",,,,,
4786,,"Weddelomyces epicallopisma",,,,,
4787,,"Phaeospora parasitica",,,,,
4788,,"Phragmonaevia",,,,,
4789,,"Phragmonaevia fuckelii",,,,,
4790,,"Placynthiella",,,,,
4791,,"Placynthiella icmalea","Bruine veenkorst",,,,
4792,,"Polyblastia allobata",,,,,
4793,,"Polyblastia cupularis",,,,,
4794,,"Polyblastia dermatodes",,,,,
4795,,"Polycoccum",,,,,
4796,,"Polycoccum peltigerae",,,,,
4798,,"Porina leptalea",,,,,
4799,,"Porocyphus",,,,,
4800,,"Porocyphus coccodes",,,,,
4801,,"Protoblastenia calva",,,,,
4802,,"Protoparmelia",,,,,
4803,,"Psilolechia leprosa",,,,,
4804,,"Psorotichia",,,,,
4805,,"Psorotichia schaereri",,,,,
4806,,"Pyrenidium",,,,,
4807,,"Pyrenidium actinellum",,,,,
4809,,"Physalospora lecanorae",,,,,
4810,,"Rhizocarpon lavatum",,,,,
4811,,"Rinodina bischoffii",,,,,
4812,,"Rinodina calcarea",,,,,
4813,,"Rinodina efflorescens",,,,,
4814,,"Rinodina oxydata",,,,,
4815,,"Sarcogyne privigna",,,,,
4816,,"Schismatomma virgineum",,,,,
4817,,"Sclerococcum",,,,,
4818,,"Sclerococcum sphaerale",,,,,
4819,,"Skyttea",,,,,
4820,,"Skyttea buelliae",,,,,
4821,,"Sphinctrina anglica",,,,,
4822,,"Sphinctrina leucopoda",,,,,
4823,,"Staurothele hymenogonia",,,,,
4824,,"Stigmidium",,,,,
4825,,"Stigmidium dispersum",,,,,
4826,,"Stigmidium peltideae",,,,,
4827,,"Taeniolella",,,,,
4828,,"Taeniolella delicata",,,,,
4829,,"Taeniolella phaeophysciae",,,,,
4830,,"Tephromela",,,,,
4831,,"Chromatochlamys muscorum",,,,,
4832,,"Thelidium decipiens",,,,,
4833,,"Normandina erichsenii",,,,,
4834,,"Thelidium minimum",,,,,
4835,,"Thelidium zwackhii",,,,,
4836,,"Thelocarpon impressellum",,,,,
4837,,"Trapelia placodioides",,,,,
4838,,"Trapeliopsis",,,,,
4839,,"Trapeliopsis flexuosa",,,,,
4840,,"Trapeliopsis gelatinosa",,,,,
4841,,"Trapeliopsis glaucolepidea",,,,,
4842,,"Trapeliopsis pseudogranulosa",,,,,
4843,,"Trichonectria",,,,,
4844,,"Trichonectria hirta",,,,,
4845,,"Usnea fragilescens",,,,,
4846,,"Usnea glabrata",,,,,
4847,,"Usnea rigida",,,,,
4848,,"Verrucaria acrotella",,,,,
4849,,"Verrucaria floerkeana",,,,,
4850,,"Verrucaria ochrostoma",,,,,
4851,,"Verrucaria paulula",,,,,
4852,,"Verrucaria pinguicula",,,,,
4853,,"Verrucaria polygonia",,,,,
4854,,"Verrucaria umbrinula",,,,,
4855,,"Vezdaea",,,,,
4856,,"Vezdaea aestivalis",,,,,
4857,,"Vezdaea leprosa",,,,,
4858,,"Vezdaea retigera",,,,,
4859,,"Vouauxiella",,,,,
4860,,"Vouauxiella lichenicola",,,,,
4861,,"Vouauxiella verrucosa",,,,,
4862,,"Absconditella",,,,,
4863,,"Absconditella pauxilla",,,,,
4864,,"Acarospora nitrophila",,,,,
4865,,"Acarospora versicolor",,,,,
4866,,"Bacidia fuscoviridis",,,,,
4867,,"Caloplaca flavocitrina",,,,,
4868,,"Caloplaca percrocata",,,,,
4869,,"Gyalidea",,,,,
4870,,"Gyalidea psammoica",,,,,
4871,,"Caloplaca atroflava",,,,,
4872,,"Caloplaca cerinelloides",,,,,
4873,,"Lecania nylanderiana",,,,,
4874,,"Lempholemma chalazanellum",,,,,
4875,,"Leptosphaerulina",,,,,
4876,,"Leptosphaerulina peltigerae",,,,,
4877,,"Lichenoconium pyxidatae",,,,,
4878,,"Stenocybe",,,,,
4879,,"Stenocybe pullatula",,,,,
4880,,"Taeniolina",,,,,
4881,,"Taeniolina scripta",,,,,
4882,,"Thelocarpon intermediellum",,,,,
4884,,"Verrucaria virens",,,,,
4887,,"Cladonia squamosa var. squamosa",,,,,
4888,,"Haematomma ochroleucum var. ochroleucum",,,,,
4889,,"Chromatochlamys",,,,,
4890,,"Micarea lignaria",,,,,
4891,,"Bacidia delicata",,,,,
4892,,"Caloplaca isidiigera",,,,,
4893,,"Caloplaca phlogina",,,,,
4894,,"Caloplaca subpallida",,,,,
4895,,"Caloplaca tenuatula",,,,,
4896,,"Carbonea",,,,,
4897,,"Carbonea vitellinaria",,,,,
4898,,"Diplotomma dispersum",,,,,
4899,,"Lasiosphaeriopsis",,,,,
4900,,"Lasiosphaeriopsis salisburyi",,,,,
4901,,"Lecania atrynoides",,,,,
4902,,"Lecania rabenhorstii",,,,,
4903,,"Lepraria lobificans",,,,,
4904,,"Leproloma",,,,,
4905,,"Leproloma vouauxii",,,,,
4906,,"Ochrolechia microstictoides",,,,,
4907,,"Parmelia protomatrae",,,,,
4908,,"Parmelia soredians",,,,,
4909,,"Peridiothelia",,,,,
4910,,"Pertusaria leprarioides",,,,,
4911,,"Phaeopyxis",,,,,
4912,,"Physalospora",,,,,
4913,,"Porina glaucocinerea",,,,,
4914,,"Pyrenocollema",,,,,
4915,,"Skytella",,,,,
4916,,"Thelidium dionantense",,,,,
4917,,"Thelocarpon olivaceum",,,,,
4918,,"Weddelomyces",,,,,
4919,,"Acarospora fulvoviridula",,,,,
5000,,"Abies veitchii","Japanse zilverspar",,,,
5001,,"Acer negundo","Vederesdoorn",,,,
5002,,"Adiantum capillus-veneris","Venushaar",,,,
5003,,"Adonis annua","Herfstadonis",,,,
5004,,"Adonis flammea","Kooltje-vuur",,,,
5005,,"Aesculus carnea","Rode paardekastanje",,,,
5007,,"Ailanthus altissima","Hemelboom",,,,
5008,,"Allium porrum","Prei",,,,
5009,,"Allium triquetrum","Driekantig look",,,,
5010,,"Allium zebdanense","Bochtig look",,,,
5011,,"Alnus cordata","Hartbladige els",,,,
5012,,"Althaea hirsuta","Ruige heemst",,,,
5013,,"Amaranthus caudatus","Kattestaartamarant",,,,
5014,,"Amaranthus deflexus","Liggende majer",,,,
5015,,"Amaranthus standleyanus","Argentijnse amarant",,,,
5016,,"Anethum graveolens","Dille",,,,
5017,,"Anoda cristata","Straalvrucht",,,,
5018,,"Antirrhinum majus","Grote leeuwebek",,,,
5019,,"Artemisia dracunculus","Dragon",,,,
5020,,"Aruncus dioicus","Geitebaard",,,,
5021,,"Pseudosasa japonica","Japanse bamboe",,,,
5022,,"Asarum europaeum","Mansoor",,,,
5023,,"Aster laevis","Gladde aster",,,,
5024,,"Aster macrophyllus","Grote aster",,,,
5025,,"Aster novi-belgii","Nieuwnederlandse aster",,,,
5026,,"Aubrieta deltoidea","Aubrietia",,,,
5027,,"Avena strigosa","Evene",,,,
5028,,"Avena sterilis","Wilde haver",,,,
5029,,"Axyris amaranthoides","Hoornmelde",,,,
5030,,"Ballota nigra","Ballote",,,,
5031,,"Bifora radians","Holzaad",,,,
5032,,"Buddleja davidii","Vlinderstruik",,,,
5033,,"Carthamus tinctorius","Saffloer",,,,
5034,,"Centaurea montana","Bergcentaurie",,,,
5035,,"Centranthus ruber","Rode spoorbloem",,,,
5038,,"Chamaecyparis lawsoniana","Californische cipres",,,,
5039,,"Scilla sardensis","Kleine sneeuwroem",,,,
5040,,"Cicer arietinum","Keker",,,,
5041,,"Cichorium endivia","Andijvie",,,,
5042,,"Clethra alnifolia","Clethra",,,,
5043,,"Colutea arborescens","Europese blazenstruik",,,,
5044,,"Colutea orientalis","Oosterse blazenstruik",,,,
5045,,"Consolida hispanica","Oosterse ridderspoor",,,,
5046,,"Cornus alba","Witte kornoelje",,,,
5047,,"Pseudofumaria alba","Geelwitte helmbloem",,,,
5048,,"Cotoneaster horizontalis","Vlakke dwergmispel",,,,
5049,,"Crocus flavus","Gele krokus",,,,
5050,,"Cucumis melo","Meloen",,,,
5051,,"Cucumis sativus","Komkommer",,,,
5052,,"Cucurbita pepo","Sierpompoen",,,,
5053,,"Deutzia gracilis","Witte deutzia",,,,
5054,,"Deutzia scabra","Roze deutzia",,,,
5057,,"Dianthus barbatus","Duizendschoon",,,,
5058,,"Echinops exaltatus","Stekelige kogeldistel",,,,
5059,,"Egeria densa","Egeria",,,,
5060,,"Elaeagnus commutata","Zilverwilg",,,,
5061,,"Elaeagnus multiflora","Langstelige olijfwilg",,,,
5062,,"Epilobium inornatum","Kruipende basterdwederik",,,,
5063,,"Epimedium alpinum","Epimedium",,,,
5065,,"Erica herbacea","Sneeuwhei",,,,
5066,,"Erodium x anaristatum","Loze reigersbek",,,,
5067,,"Erythronium dens-canis","Hondstand",,,,
5068,,"Eschscholzia californica","Slaapmutsje",,,,
5069,,"Euphorbia epithymoides","Kleurige wolfsmelk",,,,
5070,,"Fritillaria imperialis","Keizerskroon",,,,
5071,,"Gaultheria shallon","Gaultheria",,,,
5072,,"Geranium sanguineum","Bloedooievaarsbek",,,,
5073,,"Hemerocallis fulva","Bruine daglelie",,,,
5074,,"Hemerocallis lilioasphodelus","Gele daglelie",,,,
5075,,"Hieracium x flagellare","Weidehavikskruid x Muizeoor",,,,
5076,,"Inula helenium","Griekse alant",,,,
5077,,"Iris foetidissima","Stinkende lis",,,,
5078,,"Iva xanthifolia","Iva",,,,
5079,,"Juncus foliosus","Gestreepte greppelrus",,,,
5080,,"Lactuca sativa","Sla",,,,
5083,,"Ledum groenlandicum","Moerasrozemarijn",,,,
5084,,"Levisticum officinale","Lavas",,,,
5085,,"Lilium martagon","Turkse lelie",,,,
5086,,"Ornithogalum pyramidale","Piramidevogelmelk",,,,
5087,,"Lonicera caprifolium","Tuinkamperfoelie",,,,
5088,,"Lychnis viscaria","Rode pekanjer",,,,
5089,,"Malva parviflora","Kleinbloemig kaasjeskruid",,,,
5090,,"Melica nutans","Knikkend parelgras",,,,
5092,,"Mentha x piperita","Pepermunt",,,,
5093,,"Muscari armeniacum","Langbladige druifhyacint",,,,
5094,,"Narcissus jonquilla","Jonquille",,,,
5095,,"Narcissus x incomparabilis","Witte x Wilde narcis",,,,
5096,,"Narcissus x medioluteus","Witte narcis x N. tazetta",,,,
5097,,"Nicotiana alata","Siertabak",,,,
5098,,"Nigella damascena","Juffertje-in-'t-groen",,,,
5099,,"Ocimum basilicum","Basilicum",,,,
5100,,"Onoclea sensibilis","Bolletjesvaren",,,,
5101,,"Origanum majorana","Echte marjolein",,,,
5102,,"Panicum dichotomiflorum","Kale gierst",,,,
5103,,"Papaver x exspectatum","Kleine x Grote klaproos",,,,
5104,,"Petroselinum crispum","Tuinpeterselie",,,,
5105,,"Phaseolus coccineus","Pronkboon",,,,
5106,,"Philadelphus coronarius","Welriekende jasmijn",,,,
5107,,"Philadelphus microphyllus","Kleine jasmijn",,,,
5108,,"Philadelphus pubescens","Zachte jasmijn",,,,
5109,,"Physalis alkekengi","Echte lampionplant",,,,
5110,,"Pimpinella anisum","Anijs",,,,
5111,,"Pinus banksiana","Struikden",,,,
5112,,"Poa bulbosa var. vivipara","Knolbeemdgras (var. viviparia)",,,,
5113,,"Polemonium caeruleum","Jakobsladder",,,,
5114,,"Pontederia cordata","Moerashyacint",,,,
5115,,"Populus deltoides","Amerikaanse populier",,,,
5116,,"Potamogeton x sparganifolius","Drijvend x Ongelijkbladig fonteinkruid",,,,
5117,,"Potentilla indica","Schijnaardbei",,,,
5118,,"Prunus domestica subsp. insititia","Kroosjes",,,,
5119,,"Prunus domestica subsp. domestica","Pruim s.s.",,,,
5120,,"Prunus mahaleb","Weichselboom",,,,
5121,,"Puschkinia scilloides","Buishyacint",,,,
5122,,"Quercus cerris","Moseik",,,,
5123,,"Quercus palustris","Moeraseik",,,,
5124,,"Reseda alba","Witte reseda",,,,
5125,,"Rhododendron luteum","Pontische azalea",,,,
5126,,"Rhododendron x praecox","Voorjaarsazalea",,,,
5127,,"Rhus radicans","Gifsumak",,,,
5128,,"Rosa gallica","Franse roos",,,,
5129,,"Rosa multiflora","Veelbloemige roos",,,,
5130,,"Rosmarinus officinalis","Rozemarijn",,,,
5131,,"Rubus odoratus","Roodbloeiende framboos",,,,
5132,,"Rubus phoenicolasius","Japanse wijnbes",,,,
5133,,"Rubus spectabilis","Prachtframboos",,,,
5134,,"Rudbeckia hirta","Ruige rudbeckia",,,,
5135,,"Rumex rugosus","Tuinzuring",,,,
5136,,"Salix x mollissima","Amandelwilg x Katwilg",,,,
5138,,"Salix x sericans","Boswilg x Katwilg",,,,
5139,,"Sambucus canadensis","Amerikaanse vlier",,,,
5140,,"Satureja hortensis","Bonekruid",,,,
5141,,"Scorzonera hispanica","Grote schorseneer",,,,
5142,,"Sedum dasyphyllum","Dik vetkruid",,,,
5143,,"Sempervivum tectorum","Donderblad",,,,
5144,,"Silene coeli-rosa","Hemelroosje",,,,
5145,,"Smilacina stellata","Troslelietje",,,,
5146,,"Sorbus aria","Meelbes",,,,
5147,,"Sorbus x thuringiaca","Gedeelde meelbes",,,,
5148,,"Spinacia oleracea","Spinazie",,,,
5149,,"Spiraea chamaedrifolia","Iepspirea",,,,
5150,,"Spiraea x billardii","Theeboompje x Douglasspirea",,,,
5151,,"Thalictrum aquilegifolium","Akeleiruit",,,,
5152,,"Thymus vulgaris","Echte tijm",,,,
5153,,"Triticum spelta","Spelt",,,,
5154,,"Ulmus laevis","Fladderiep",,,,
5155,,"Vaccinium corymbosum","Trosbosbes",,,,
5156,,"Vicia grandiflora","Grote wikke",,,,
5157,,"Vicia hybrida","Basterdwikke",,,,
5158,,"Vincetoxicum nigrum","Zwarte engbloem",,,,
5159,,"Vulpia fasciculata","Dicht langbaardgras",,,,
5162,,"Ballota nigra subsp. nigra","Echte ballote",,,,
5163,,"Hieracium praealtum","Grijs havikskruid",,,,
5164,,"Hordelymus europaeus","Bosgerst",,,,
5166,,"Spiraea alba","Witte spirea",,,,
5167,,"Salix x reichardtii","Boswilg x Grauwe wilg",,,,
5168,,"Colutea x media","Bastaard blazenstruik",,,,
5171,,"Buxus sempervirens","Palmboompje",,,,
5172,,"Cotoneaster integerrimus","Wilde dwergmispel",,,,
5173,,"Cotoneaster nebrodensis","Viltige dwergmispel",,,,
5174,,"Chenopodium botrys","Druifkruid",,,,
5175,,"Cyperus esculentus","Knolcyperus",,,,
5176,,"Daucus carota subsp. sativus","Gekweekte peen",,,,
5177,,"Ficus carica","Vijgeboom",,,,
5178,,"Juncus x kern-reichgeltii","Pitrus x Biezeknoppen",,,,
5179,,"Laburnum x watereri","Goudenregen x Alpengoudenregen",,,,
5180,,"Larix x marschlinsii","Europese lork x Goudlork",,,,
5181,,"Lonicera tatarica","Tartaarse kamperfoelie",,,,
5182,,"Petasites albus","Wit hoefblad",,,,
5183,,"Physocarpus opulifolius","Sneeuwbalspirea",,,,
5184,,"Pinus contorta","Draaiden",,,,
5185,,"Pinus rigida","Doornden",,,,
5186,,"Populus nigra cv. 'Italica'","Italiaanse populier",,,,
5188,,"Rheum x hybridum","Tuinrabarber",,,,
5189,,"Sorbaria sorbifolia","Lijsterbesspirea",,,,
5190,,"Tragopogon dubius","Bleke morgenster",,,,
5191,,"Ulmus x hollandica","Hollandse iep",,,,
5192,,"Vitis vinifera","Wijnstok",,,,
5193,,"Potamogeton pusillus + Potamogeton berchtoldi","Tenger + Klein fonteinkruid",,,,
5194,,"Tilia cordata + Tilia x vulgaris","Winterlinde + Hollandse linde",,,,
5195,,"Callitriche platycarpa + C. stagnalis + C. ob","Gewoon + Gevleugeld + Stomph. sterrekr.",,,,
5197,,"Alopecurus aequalis + Alopecurus geniculatus","Rosse + Geknikte vossestaart",,,,
5198,,"Mentha aquatica + Mentha x verticillata","Watermunt + Kransmunt",,,,
5199,,"Veronica anagallis-aquatica + Veronica catena","Blauwe + Rode waterereprijs",,,,
5200,,"Agrostis stolonifera + Agrostis gigantea","Fioringras + Hoog struisgras",,,,
5201,,"Rorippa microphylla + Rorippa nasturtium-aqua","Slanke + Witte waterkers",,,,
5202,,"Oenothera biennis + Oenothera erythrosepala","Middelste + Grote teunisbloem",,,,
5203,,"Polypodium vulgare + Polypodium interjectum","Eikvaren + Brede eikvaren",,,,
5204,,"Thymus pulegioides + Thymus serpyllum","Grote tijm + Wilde tijm",,,,
5205,,"Betula pendula + Betula pubescens","Ruwe + Zachte berk",,,,
5206,,"Tilia cordata + Tilia platyphyllos + Tilia x","Zomer-, Winter + Hollandse linde",,,,
5207,,"Dryopteris carthusiana + Dryopteris dilatata","Smalle + Brede stekelvaren",,,,
5208,,"Bidens connata + Bidens tripartita","Smal + Veerdelig tandzaad",,,,
5209,,"Dryopteris x deweveri","Smalle x Brede stekelvare",,,,
5210,,"Rumex patientia","Spinaziezuring",,,,
5211,,"Polycnemum majus","Knarkruid",,,,
5212,,"Berberis thunbergii","Japanse berberis",,,,
5213,,"Magnolia x soulangeana","Gewone magnolia",,,,
5214,,"Spiraea tomentosa","Viltige spirea",,,,
5215,,"Geum x intermedium","Geel x Knikkend nagelkruid",,,,
5218,,"Limnanthus douglasii","Geelwitte moerasbloem",,,,
5219,,"Limnanthus alba","Donzige moerasbloem",,,,
5220,,"Pachysandra terminalis","Pachysandra",,,,
5221,,"Viola x comtempta","Akker- x Driekleurig viooltje",,,,
5222,,"Forsythia viridissima","Recht chinees klokje",,,,
5223,,"Forsythia suspensa","Hangend chinees klokje",,,,
5224,,"Forsythia x intermedia","Recht x Hangend chinees klokje",,,,
5225,,"Jasminum nudiflorum","Winterjasmijn",,,,
5226,,"Anchusa x baumgartenii","Gewone x Geelwitte ossetong",,,,
5227,,"Nicotiana tabacum","Tabak",,,,
5228,,"Mimulus moschatus","Muskusplantje",,,,
5229,,"Veronica austriaca","Brede ereprijs s.l.",,,,
5230,,"Aster x versicolor","Herfstaster",,,,
5232,,"Petasites japonicus","Japans hoefblad",,,,
5233,,"Senecio vulgaris var. hybernicus","Klein kruiskruid (var. hybernicus)",,,,
5234,,"Senecio x pseudovernalis","Oostelijk x Klein kruiskruid",,,,
5235,,"Colchicum byzantinum","Droogbloeier",,,,
5236,,"Lilium bulbiferum","Roggelelie s.l.",,,,
5237,,"Lilium bulbiferum subsp. bulbiferum","Oranjelelie",,,,
5238,,"Galanthus caucasicus","Kaukasisch sneeuwklokje",,,,
5239,,"Galanthus ikariae","Glanzend sneeuwklokje",,,,
5240,,"Festulolium braunii (x-)","Beemdlangbloem x Italiaans raaigras",,,,
5242,,"Festuca rubra x Vulpia myuros","Baardzwenkgras",,,,
5243,,"Poa bulbosa var. bulbosa","Knolbeemdgras (var. bulbosa)",,,,
5244,,"Triticosecale rimpaui (x-)","Rogge x Tarwe",,,,
5246,,"Salvia officinalis","Echte salie",,,,
5247,,"Alcea rosea","Stokroos",,,,
5248,,"Balsamita major","Balsemwormkruid",,,,
5249,,"Capsicum annuum","Spaanse peper",,,,
5250,,"Cydonia oblonga","Kwee",,,,
5251,,"Damasonium alisma","Stervruchtige waterweegbree",,,,
5252,,"Dipsacus sativus","Weverskaarde",,,,
5253,,"Glaucium corniculatum","Rode hoornpapaver",,,,
5254,,"Lagenaria siceraria","Fleskalebas",,,,
5255,,"Melissa officinalis","Citroenmelisse",,,,
5256,,"Morus nigra","Zwarte moerbei",,,,
5257,,"Nigella sativa","Zwarte komijn",,,,
5258,,"Prunus armeniaca","Abrikoos",,,,
5259,,"Prunus dulcis","Amandelboom",,,,
5260,,"Ruta graveolens","Wijnruit",,,,
5261,,"Satureja montana","Winterbonekruid",,,,
5262,,"Trapa natans","Waternoot",,,,
5263,,"Triticum dicoccon","Emmer",,,,
5264,,"Triticum monococcum","Eenkoorn",,,,
5265,,"Triticum turgidum","Engelse tarwe",,,,
5266,,"Vicia ervilia","Linzenwikke/Erve",,,,
5267,,"Ornithopus compressus","Geel vogelpootje",,,,
5268,,"Physalis peruviana","Goudbes",,,,
5269,,"Pistia stratiotes","Watersla",,,,
5270,,"Polypodium x mantoniae","Brede x Gewone eikvaren",,,,
5271,,"Potamogeton x lintonii","Puntig x Gekroesd Fonteinkruid",,,,
5272,,"Rhus hirta","Azijnboom",,,,
5273,,"Rumex longifolius","Noordse zuring",,,,
5274,,"Salvinia molesta","Grote vlotvaren",,,,
5275,,"Scirpoides holoschoenus","Kogelbies",,,,
5276,,"Scutellaria x hybrida","Blauw x Klein glidkruid",,,,
5277,,"Senecio squalidus","Glanzend kruiskruid",,,,
5278,,"Sisyrinchium bermudiana","Ruslelie",,,,
5279,,"Sorbus intermedia","Zweedse lijsterbes",,,,
5280,,"Stachys recta","Bergandoorn",,,,
5281,,"Staphylea pinnata","Pimpernoot",,,,
5282,,"Tamarix gallica","Franse tamarisk",,,,
5283,,"Tragopogon x mirabilis","Paarse morgenster x Gele & Oosterse morgen",,,,
5284,,"Veronica x lackschewitzii","Blauwe x Rode waterereprijs",,,,
5285,,"Rubus ammobius","Gewone braam (R. ammobius)",,,,
5286,,"Rubus armeniacus","Gewone braam (R. armeniacus)",,,,
5287,,"Rubus arrhenii","Gewone braam (R. arrhenii)",,,,
5288,,"Rubus camptostachys","Hazelaarbraam (R. camptostachys)",,,,
5289,,"Rubus drenthicus","Hazelaarbraam (R. drenthicus)",,,,
5290,,"Rubus ferocior","Hazelaarbraam (R. ferocior)",,,,
5291,,"Rubus geniculatus","Gewone braam (R. geniculatus)",,,,
5292,,"Rubus gratus","Gewone braam (R. gratus)",,,,
5293,,"Rubus macrophyllus","Gewone braam (R. macrophyllus)",,,,
5294,,"Rubus nemorosus","Hazelaarbraam (R. nemorosus)",,,,
5295,,"Rubus pedemontanus","Gewone braam (R. pedemontanus)",,,,
5296,,"Rubus phoenicacanthus","Hazelaarbraam (R. phoeniacanthus)",,,,
5297,,"Rubus plicatus","Gewone braam (R. plicatus)",,,,
5298,,"Rubus x pseudidaeus","Dauwbraam x Framboos",,,,
5299,,"Rubus pyramidalis","Gewone braam (R. pyramidalis)",,,,
5300,,"Rubus scissus","Gewone braam (R. scissus)",,,,
5301,,"Rubus sulcatus","Gewone braam (R. sulcatus)",,,,
5302,,"Vulpia membranacea","Zandlangbaardgras",,,,
5303,,"Hieracium vulgatum","Dicht havikskruid",,,,
5304,,"Orchis x hybrida","Soldaatje x Purperorchis",,,,
5305,,"Elytrigia repens subsp. repens","Kweek (subps. repens)",,,,
5306,,"Dryopteris x tavelli","Geschubde mannetjesvaren x Mannetjesvaren",,,,
